bin1	bin2	loop_id	celltype
chr12-37770000-37780000	chr12-39400000-39410000	mouse_union_93312	L4_5_IT
chr12-37770000-37780000	chr12-39410000-39420000	mouse_union_93313	PVALB
chr12-37770000-37780000	chr12-39480000-39490000	mouse_union_93314	LAMP5, PVALB, SST
chr12-37770000-37780000	chr12-39490000-39500000	mouse_union_93315	ASC, L2_3_IT, L4_5_IT
chr12-37770000-37780000	chr12-39650000-39660000	mouse_union_93316	L4_5_IT
chr12-37770000-37780000	chr12-39660000-39670000	mouse_union_93317	L5_6_NP
chr12-37770000-37780000	chr12-40040000-40050000	mouse_union_93318	VIP
chr12-37770000-37780000	chr12-40060000-40070000	mouse_union_93319	L5_6_NP
chr12-37770000-37780000	chr12-40070000-40080000	mouse_union_93320	PVALB
chr12-37770000-37780000	chr12-40080000-40090000	mouse_union_93321	L4_5_IT, L6_CT, LAMP5
chr12-37770000-37780000	chr12-40150000-40160000	mouse_union_93322	PVALB
chr12-37770000-37780000	chr12-40160000-40170000	mouse_union_93323	L4_5_IT
chr12-37780000-37790000	chr12-37880000-37890000	mouse_union_93324	L6_CT, L6_IT
chr12-37780000-37790000	chr12-37990000-38000000	mouse_union_93325	L5_6_NP
chr12-37780000-37790000	chr12-38020000-38030000	mouse_union_93326	L5_ET
chr12-37780000-37790000	chr12-38940000-38950000	mouse_union_93327	OPC
chr12-37780000-37790000	chr12-39480000-39490000	mouse_union_93328	ODC, OPC
chr12-37780000-37790000	chr12-39490000-39500000	mouse_union_93329	L6_CT
chr12-37780000-37790000	chr12-39500000-39510000	mouse_union_93330	VIP
chr12-37780000-37790000	chr12-39590000-39600000	mouse_union_93331	L4_5_IT
chr12-37780000-37790000	chr12-40050000-40060000	mouse_union_93332	LAMP5, OPC
chr12-37790000-37800000	chr12-37870000-37880000	mouse_union_93333	ASC, VIP
chr12-37790000-37800000	chr12-38000000-38010000	mouse_union_93334	LAMP5
chr12-37830000-37840000	chr12-39490000-39500000	mouse_union_93338	L5_IT
chr12-37830000-37840000	chr12-40140000-40150000	mouse_union_93339	L6_IT
chr12-37840000-37850000	chr12-40170000-40180000	mouse_union_93340	L5_6_NP
chr12-37860000-37870000	chr12-38100000-38110000	mouse_union_93341	L6_CT, OPC
chr12-37860000-37870000	chr12-38770000-38780000	mouse_union_93342	OPC
chr12-37860000-37870000	chr12-40150000-40160000	mouse_union_93343	L6_CT
chr12-37860000-37870000	chr12-40160000-40170000	mouse_union_93344	OPC
chr12-37870000-37880000	chr12-37970000-37980000	mouse_union_93345	VIP
chr12-37870000-37880000	chr12-37990000-38000000	mouse_union_93346	OPC
chr12-37870000-37880000	chr12-38100000-38110000	mouse_union_93347	L2_3_IT, L4_5_IT, L5_IT, LAMP5, PVALB, VIP
chr12-37870000-37880000	chr12-38110000-38120000	mouse_union_93348	ASC
chr12-37870000-37880000	chr12-39470000-39480000	mouse_union_93349	L6b
chr12-37870000-37880000	chr12-39480000-39490000	mouse_union_93350	SST
chr12-37870000-37880000	chr12-39490000-39500000	mouse_union_93351	L2_3_IT, L6_CT, L6_IT, OPC
chr12-37870000-37880000	chr12-40030000-40040000	mouse_union_93352	L6_CT
chr12-37870000-37880000	chr12-40160000-40170000	mouse_union_93353	L5_6_NP
chr12-37880000-37890000	chr12-37950000-37960000	mouse_union_93354	L4_5_IT
chr12-37880000-37890000	chr12-37970000-37980000	mouse_union_93355	L6_IT
chr12-37880000-37890000	chr12-38000000-38010000	mouse_union_93356	L2_3_IT
chr12-37880000-37890000	chr12-38100000-38110000	mouse_union_93357	L6_IT
chr12-37880000-37890000	chr12-39480000-39490000	mouse_union_93358	PVALB
chr12-37880000-37890000	chr12-39490000-39500000	mouse_union_93359	L4_5_IT
chr12-37880000-37890000	chr12-40040000-40050000	mouse_union_93360	OPC
chr12-37890000-37900000	chr12-37960000-37970000	mouse_union_93361	L6_CT
chr12-37890000-37900000	chr12-37970000-37980000	mouse_union_93362	L5_IT
chr12-37890000-37900000	chr12-38010000-38020000	mouse_union_93363	L4_5_IT
chr12-37890000-37900000	chr12-39500000-39510000	mouse_union_93364	LAMP5
chr12-37890000-37900000	chr12-39720000-39730000	mouse_union_93365	LAMP5
chr12-37890000-37900000	chr12-40160000-40170000	mouse_union_93366	L4_5_IT
chr12-37890000-37900000	chr12-40170000-40180000	mouse_union_93367	LAMP5
chr12-37900000-37910000	chr12-37960000-37970000	mouse_union_93371	L5_ET
chr12-37900000-37910000	chr12-38000000-38010000	mouse_union_93372	ASC
chr12-37900000-37910000	chr12-40150000-40160000	mouse_union_93373	PVALB
chr12-37910000-37920000	chr12-40050000-40060000	mouse_union_93374	LAMP5
chr12-37940000-37950000	chr12-40030000-40040000	mouse_union_93375	L6_CT
chr12-37950000-37960000	chr12-39480000-39490000	mouse_union_93376	L6_CT
chr12-37960000-37970000	chr12-38020000-38030000	mouse_union_93377	L2_3_IT
chr12-37960000-37970000	chr12-38100000-38110000	mouse_union_93378	L5_IT
chr12-37990000-38000000	chr12-39070000-39080000	mouse_union_93379	L5_6_NP
chr12-37990000-38000000	chr12-39490000-39500000	mouse_union_93380	L5_6_NP, L6_IT
chr12-38000000-38010000	chr12-39490000-39500000	mouse_union_93384	L4_5_IT
chr12-38000000-38010000	chr12-39500000-39510000	mouse_union_93385	L6_CT
chr12-38000000-38010000	chr12-40070000-40080000	mouse_union_93386	L4_5_IT
chr12-38000000-38010000	chr12-40150000-40160000	mouse_union_93387	PVALB
chr12-38010000-38020000	chr12-39490000-39500000	mouse_union_93388	LAMP5
chr12-38010000-38020000	chr12-39500000-39510000	mouse_union_93389	OPC, VIP
chr12-38010000-38020000	chr12-40160000-40170000	mouse_union_93390	L4_5_IT, L6_CT
chr12-38020000-38030000	chr12-39490000-39500000	mouse_union_93391	SST
chr12-38110000-38120000	chr12-38850000-38860000	mouse_union_93397	L6_IT
chr12-38110000-38120000	chr12-39400000-39410000	mouse_union_93398	LAMP5
chr12-38110000-38120000	chr12-39580000-39590000	mouse_union_93399	ODC
chr12-38110000-38120000	chr12-39600000-39610000	mouse_union_93400	MGC
chr12-38120000-38130000	chr12-38960000-38970000	mouse_union_93401	L5_6_NP
chr12-38120000-38130000	chr12-39010000-39020000	mouse_union_93402	L5_6_NP
chr12-38120000-38130000	chr12-39090000-39100000	mouse_union_93403	L5_6_NP
chr12-38120000-38130000	chr12-39250000-39260000	mouse_union_93404	L5_6_NP
chr12-38120000-38130000	chr12-39290000-39300000	mouse_union_93405	L2_3_IT
chr12-38120000-38130000	chr12-39310000-39320000	mouse_union_93406	L4_5_IT
chr12-38120000-38130000	chr12-39320000-39330000	mouse_union_93407	L5_6_NP
chr12-38120000-38130000	chr12-39490000-39500000	mouse_union_93408	MGC
chr12-38120000-38130000	chr12-39580000-39590000	mouse_union_93409	L5_6_NP
chr12-38120000-38130000	chr12-39710000-39720000	mouse_union_93410	MGC
chr12-38120000-38130000	chr12-39770000-39780000	mouse_union_93411	L5_6_NP
chr12-38120000-38130000	chr12-39790000-39800000	mouse_union_93412	PVALB
chr12-38120000-38130000	chr12-39840000-39850000	mouse_union_93413	L5_6_NP
chr12-38120000-38130000	chr12-39930000-39940000	mouse_union_93414	L5_6_NP
chr12-38120000-38130000	chr12-40060000-40070000	mouse_union_93415	L5_ET
chr12-38120000-38130000	chr12-40150000-40160000	mouse_union_93416	ODC
chr12-38120000-38130000	chr12-40170000-40180000	mouse_union_93417	L5_6_NP
chr12-38130000-38140000	chr12-38940000-38950000	mouse_union_93418	L6_IT, OPC
chr12-38130000-38140000	chr12-38960000-38970000	mouse_union_93419	L6_CT
chr12-38130000-38140000	chr12-38970000-38980000	mouse_union_93420	L2_3_IT
chr12-38130000-38140000	chr12-39020000-39030000	mouse_union_93421	L5_ET
chr12-38130000-38140000	chr12-39070000-39080000	mouse_union_93422	L6_IT, MGC
chr12-38130000-38140000	chr12-39130000-39140000	mouse_union_93423	L5_6_NP
chr12-38130000-38140000	chr12-39140000-39150000	mouse_union_93424	MGC
chr12-38130000-38140000	chr12-39190000-39200000	mouse_union_93425	ODC
chr12-38130000-38140000	chr12-39200000-39210000	mouse_union_93426	L6_IT
chr12-38130000-38140000	chr12-39210000-39220000	mouse_union_93427	OPC
chr12-38130000-38140000	chr12-39220000-39230000	mouse_union_93428	Endo, L2_3_IT
chr12-38130000-38140000	chr12-39230000-39240000	mouse_union_93429	MGC
chr12-38130000-38140000	chr12-39290000-39300000	mouse_union_93430	MGC
chr12-38130000-38140000	chr12-39320000-39330000	mouse_union_93431	PVALB
chr12-38130000-38140000	chr12-39330000-39340000	mouse_union_93432	Endo, ODC
chr12-38130000-38140000	chr12-39370000-39380000	mouse_union_93433	L5_IT
chr12-38130000-38140000	chr12-39480000-39490000	mouse_union_93434	L6b
chr12-38130000-38140000	chr12-39490000-39500000	mouse_union_93435	L5_6_NP, L6_CT, L6_IT, LAMP5, ODC, PVALB, SST
chr12-38130000-38140000	chr12-39570000-39580000	mouse_union_93436	Endo
chr12-38130000-38140000	chr12-39610000-39620000	mouse_union_93437	VIP
chr12-38130000-38140000	chr12-39640000-39650000	mouse_union_93438	SST
chr12-38130000-38140000	chr12-39650000-39660000	mouse_union_93439	ODC, PVALB, VIP
chr12-38130000-38140000	chr12-39660000-39670000	mouse_union_93440	L4_5_IT, L5_6_NP, L6_IT, LAMP5
chr12-38130000-38140000	chr12-39670000-39680000	mouse_union_93441	OPC
chr12-38130000-38140000	chr12-39690000-39700000	mouse_union_93442	LAMP5
chr12-38130000-38140000	chr12-39710000-39720000	mouse_union_93443	SST
chr12-38130000-38140000	chr12-39720000-39730000	mouse_union_93444	L6_IT, ODC
chr12-38130000-38140000	chr12-39730000-39740000	mouse_union_93445	LAMP5
chr12-38130000-38140000	chr12-39790000-39800000	mouse_union_93446	L6_IT
chr12-38130000-38140000	chr12-39830000-39840000	mouse_union_93447	LAMP5
chr12-38130000-38140000	chr12-39840000-39850000	mouse_union_93448	OPC
chr12-38130000-38140000	chr12-39850000-39860000	mouse_union_93449	SST
chr12-38130000-38140000	chr12-39860000-39870000	mouse_union_93450	ODC
chr12-38130000-38140000	chr12-39870000-39880000	mouse_union_93451	L4_5_IT, MGC, PVALB
chr12-38130000-38140000	chr12-39900000-39910000	mouse_union_93452	SST
chr12-38130000-38140000	chr12-39930000-39940000	mouse_union_93453	ODC
chr12-38130000-38140000	chr12-39950000-39960000	mouse_union_93454	VIP
chr12-38130000-38140000	chr12-39960000-39970000	mouse_union_93455	LAMP5
chr12-38130000-38140000	chr12-40000000-40010000	mouse_union_93456	MGC
chr12-38130000-38140000	chr12-40030000-40040000	mouse_union_93457	MGC
chr12-38130000-38140000	chr12-40040000-40050000	mouse_union_93458	SST
chr12-38130000-38140000	chr12-40050000-40060000	mouse_union_93459	L5_6_NP, ODC
chr12-38130000-38140000	chr12-40060000-40070000	mouse_union_93460	L4_5_IT, L6_CT, PVALB
chr12-38130000-38140000	chr12-40070000-40080000	mouse_union_93461	MGC
chr12-38130000-38140000	chr12-40140000-40150000	mouse_union_93462	L6_IT, OPC
chr12-38130000-38140000	chr12-40150000-40160000	mouse_union_93463	L4_5_IT, LAMP5, MGC
chr12-38130000-38140000	chr12-40160000-40170000	mouse_union_93464	Endo
chr12-38130000-38140000	chr12-40170000-40180000	mouse_union_93465	SST
chr12-38140000-38150000	chr12-38270000-38280000	mouse_union_93466	L5_6_NP
chr12-38140000-38150000	chr12-38320000-38330000	mouse_union_93467	OPC
chr12-38140000-38150000	chr12-38330000-38340000	mouse_union_93468	L4_5_IT
chr12-38140000-38150000	chr12-38600000-38610000	mouse_union_93469	L4_5_IT, L6_IT
chr12-38140000-38150000	chr12-38620000-38630000	mouse_union_93470	L5_6_NP
chr12-38140000-38150000	chr12-38630000-38640000	mouse_union_93471	OPC
chr12-38140000-38150000	chr12-38670000-38680000	mouse_union_93472	OPC
chr12-38140000-38150000	chr12-38700000-38710000	mouse_union_93473	L4_5_IT
chr12-38140000-38150000	chr12-38750000-38760000	mouse_union_93474	VIP
chr12-38140000-38150000	chr12-38770000-38780000	mouse_union_93475	OPC
chr12-38140000-38150000	chr12-38780000-38790000	mouse_union_93476	L4_5_IT, L6_IT
chr12-38140000-38150000	chr12-38790000-38800000	mouse_union_93477	L5_6_NP
chr12-38140000-38150000	chr12-38850000-38860000	mouse_union_93478	L5_6_NP, L6_CT
chr12-38140000-38150000	chr12-38860000-38870000	mouse_union_93479	L2_3_IT, L4_5_IT
chr12-38140000-38150000	chr12-38870000-38880000	mouse_union_93480	OPC
chr12-38140000-38150000	chr12-38880000-38890000	mouse_union_93481	L5_IT
chr12-38140000-38150000	chr12-38920000-38930000	mouse_union_93482	PVALB
chr12-38140000-38150000	chr12-38940000-38950000	mouse_union_93483	L5_IT
chr12-38140000-38150000	chr12-38950000-38960000	mouse_union_93484	L4_5_IT
chr12-38140000-38150000	chr12-39010000-39020000	mouse_union_93485	OPC
chr12-38140000-38150000	chr12-39050000-39060000	mouse_union_93486	SNCG
chr12-38140000-38150000	chr12-39060000-39070000	mouse_union_93487	L4_5_IT, L6_CT, VIP
chr12-38140000-38150000	chr12-39070000-39080000	mouse_union_93488	L2_3_IT
chr12-38140000-38150000	chr12-39090000-39100000	mouse_union_93489	OPC
chr12-38140000-38150000	chr12-39100000-39110000	mouse_union_93490	L5_IT
chr12-38140000-38150000	chr12-39130000-39140000	mouse_union_93491	OPC
chr12-38140000-38150000	chr12-39190000-39200000	mouse_union_93492	L4_5_IT, L5_IT, PVALB
chr12-38140000-38150000	chr12-39200000-39210000	mouse_union_93493	L6_CT
chr12-38140000-38150000	chr12-39270000-39280000	mouse_union_93494	L6_CT
chr12-38140000-38150000	chr12-39290000-39300000	mouse_union_93495	OPC
chr12-38140000-38150000	chr12-39300000-39310000	mouse_union_93496	L5_ET
chr12-38140000-38150000	chr12-39320000-39330000	mouse_union_93497	L6_IT
chr12-38140000-38150000	chr12-39330000-39340000	mouse_union_93498	L6b
chr12-38140000-38150000	chr12-39480000-39490000	mouse_union_93499	Endo
chr12-38140000-38150000	chr12-39490000-39500000	mouse_union_93500	ASC, L2_3_IT, L4_5_IT, L5_ET, L5_IT, OPC, SNCG, VIP
chr12-38140000-38150000	chr12-39620000-39630000	mouse_union_93501	L5_IT
chr12-38140000-38150000	chr12-39650000-39660000	mouse_union_93502	L2_3_IT, L6_CT
chr12-38140000-38150000	chr12-39730000-39740000	mouse_union_93503	L2_3_IT, PVALB
chr12-38140000-38150000	chr12-39740000-39750000	mouse_union_93504	L4_5_IT, L5_IT
chr12-38140000-38150000	chr12-39870000-39880000	mouse_union_93505	L2_3_IT, L5_IT, L6_CT, L6_IT
chr12-38140000-38150000	chr12-39880000-39890000	mouse_union_93506	LAMP5
chr12-38140000-38150000	chr12-39890000-39900000	mouse_union_93507	VIP
chr12-38140000-38150000	chr12-39930000-39940000	mouse_union_93508	PVALB
chr12-38140000-38150000	chr12-39970000-39980000	mouse_union_93509	L5_IT
chr12-38140000-38150000	chr12-40040000-40050000	mouse_union_93510	OPC
chr12-38140000-38150000	chr12-40060000-40070000	mouse_union_93511	VIP
chr12-38140000-38150000	chr12-40070000-40080000	mouse_union_93512	L2_3_IT, L5_IT, L6_IT, LAMP5
chr12-38140000-38150000	chr12-40080000-40090000	mouse_union_93513	Endo
chr12-38140000-38150000	chr12-40150000-40160000	mouse_union_93514	L5_IT, L6_CT, PVALB
chr12-38140000-38150000	chr12-40160000-40170000	mouse_union_93515	L2_3_IT, L5_ET, VIP
chr12-38150000-38160000	chr12-38220000-38230000	mouse_union_93516	L6b
chr12-38150000-38160000	chr12-38270000-38280000	mouse_union_93517	L6_IT
chr12-38150000-38160000	chr12-38310000-38320000	mouse_union_93518	L6_IT
chr12-38150000-38160000	chr12-38320000-38330000	mouse_union_93519	L6_CT
chr12-38150000-38160000	chr12-38360000-38370000	mouse_union_93520	L5_ET
chr12-38150000-38160000	chr12-38400000-38410000	mouse_union_93521	L5_6_NP
chr12-38150000-38160000	chr12-38420000-38430000	mouse_union_93522	L5_ET
chr12-38150000-38160000	chr12-38470000-38480000	mouse_union_93523	L6_IT
chr12-38150000-38160000	chr12-38600000-38610000	mouse_union_93524	L5_ET
chr12-38150000-38160000	chr12-38610000-38620000	mouse_union_93525	L6_CT
chr12-38150000-38160000	chr12-38670000-38680000	mouse_union_93526	L5_ET
chr12-38150000-38160000	chr12-38710000-38720000	mouse_union_93527	L5_IT
chr12-38150000-38160000	chr12-38720000-38730000	mouse_union_93528	L6_CT
chr12-38150000-38160000	chr12-38730000-38740000	mouse_union_93529	PVALB
chr12-38150000-38160000	chr12-38780000-38790000	mouse_union_93530	L6_CT
chr12-38150000-38160000	chr12-38790000-38800000	mouse_union_93531	L2_3_IT, L5_ET, L5_IT
chr12-38150000-38160000	chr12-38850000-38860000	mouse_union_93532	L5_ET
chr12-38150000-38160000	chr12-38860000-38870000	mouse_union_93533	L6_IT
chr12-38150000-38160000	chr12-38960000-38970000	mouse_union_93534	SNCG
chr12-38150000-38160000	chr12-38970000-38980000	mouse_union_93535	L5_ET
chr12-38150000-38160000	chr12-39030000-39040000	mouse_union_93536	PVALB
chr12-38150000-38160000	chr12-39070000-39080000	mouse_union_93537	L5_ET, SST
chr12-38150000-38160000	chr12-39210000-39220000	mouse_union_93538	SST
chr12-38150000-38160000	chr12-39220000-39230000	mouse_union_93539	L5_ET
chr12-38150000-38160000	chr12-39300000-39310000	mouse_union_93540	SST
chr12-38150000-38160000	chr12-39660000-39670000	mouse_union_93541	ASC
chr12-38150000-38160000	chr12-39820000-39830000	mouse_union_93542	L5_IT
chr12-38150000-38160000	chr12-40050000-40060000	mouse_union_93543	ASC
chr12-38150000-38160000	chr12-40160000-40170000	mouse_union_93544	ASC
chr12-38160000-38170000	chr12-38330000-38340000	mouse_union_93545	L5_6_NP
chr12-38160000-38170000	chr12-38610000-38620000	mouse_union_93546	L5_IT
chr12-38160000-38170000	chr12-39050000-39060000	mouse_union_93547	L5_IT
chr12-38160000-38170000	chr12-39240000-39250000	mouse_union_93548	L5_IT
chr12-38170000-38180000	chr12-38780000-38790000	mouse_union_93549	LAMP5
chr12-38170000-38180000	chr12-38960000-38970000	mouse_union_93550	VIP
chr12-38170000-38180000	chr12-39110000-39120000	mouse_union_93551	VIP
chr12-38200000-38210000	chr12-38780000-38790000	mouse_union_93556	SST
chr12-38210000-38220000	chr12-39490000-39500000	mouse_union_93557	Endo
chr12-38210000-38220000	chr12-40160000-40170000	mouse_union_93558	ASC
chr12-38220000-38230000	chr12-38620000-38630000	mouse_union_93559	L6_CT
chr12-38220000-38230000	chr12-39510000-39520000	mouse_union_93560	ASC
chr12-38220000-38230000	chr12-40050000-40060000	mouse_union_93561	ASC
chr12-38230000-38240000	chr12-39080000-39090000	mouse_union_93562	ODC
chr12-38230000-38240000	chr12-39090000-39100000	mouse_union_93563	Endo
chr12-38260000-38270000	chr12-39040000-39050000	mouse_union_93564	L6_IT
chr12-38290000-38300000	chr12-39490000-39500000	mouse_union_93565	L5_6_NP
chr12-38300000-38310000	chr12-39270000-39280000	mouse_union_93566	L6_CT
chr12-38300000-38310000	chr12-40040000-40050000	mouse_union_93567	OPC
chr12-38300000-38310000	chr12-40150000-40160000	mouse_union_93568	L5_IT
chr12-38300000-38310000	chr12-40160000-40170000	mouse_union_93569	L5_6_NP
chr12-38310000-38320000	chr12-38690000-38700000	mouse_union_93570	ODC
chr12-38310000-38320000	chr12-38750000-38760000	mouse_union_93571	VIP
chr12-38310000-38320000	chr12-38940000-38950000	mouse_union_93572	L4_5_IT
chr12-38310000-38320000	chr12-39060000-39070000	mouse_union_93573	L6_IT
chr12-38310000-38320000	chr12-39310000-39320000	mouse_union_93574	ODC
chr12-38310000-38320000	chr12-39330000-39340000	mouse_union_93575	L4_5_IT
chr12-38310000-38320000	chr12-40060000-40070000	mouse_union_93576	L5_IT
chr12-38310000-38320000	chr12-40070000-40080000	mouse_union_93577	L2_3_IT
chr12-38310000-38320000	chr12-40170000-40180000	mouse_union_93578	L5_ET
chr12-38320000-38330000	chr12-38590000-38600000	mouse_union_93579	OPC
chr12-38320000-38330000	chr12-38780000-38790000	mouse_union_93580	OPC
chr12-38320000-38330000	chr12-38880000-38890000	mouse_union_93581	OPC
chr12-38320000-38330000	chr12-38940000-38950000	mouse_union_93582	VIP
chr12-38320000-38330000	chr12-39090000-39100000	mouse_union_93583	MGC
chr12-38320000-38330000	chr12-39160000-39170000	mouse_union_93584	OPC
chr12-38320000-38330000	chr12-39190000-39200000	mouse_union_93585	ODC
chr12-38320000-38330000	chr12-39470000-39480000	mouse_union_93586	MGC
chr12-38320000-38330000	chr12-39490000-39500000	mouse_union_93587	PVALB
chr12-38320000-38330000	chr12-39500000-39510000	mouse_union_93588	ASC
chr12-38320000-38330000	chr12-39580000-39590000	mouse_union_93589	LAMP5
chr12-38320000-38330000	chr12-39640000-39650000	mouse_union_93590	VIP
chr12-38320000-38330000	chr12-39650000-39660000	mouse_union_93591	L6_CT, ODC
chr12-38320000-38330000	chr12-39670000-39680000	mouse_union_93592	ASC, OPC
chr12-38320000-38330000	chr12-40150000-40160000	mouse_union_93593	ASC, L2_3_IT, L4_5_IT, L6_CT, PVALB
chr12-38320000-38330000	chr12-40160000-40170000	mouse_union_93594	VIP
chr12-38330000-38340000	chr12-38780000-38790000	mouse_union_93595	L6_IT, LAMP5
chr12-38330000-38340000	chr12-38790000-38800000	mouse_union_93596	L5_ET
chr12-38330000-38340000	chr12-38870000-38880000	mouse_union_93597	L2_3_IT
chr12-38330000-38340000	chr12-38940000-38950000	mouse_union_93598	ASC
chr12-38330000-38340000	chr12-38970000-38980000	mouse_union_93599	L5_IT
chr12-38330000-38340000	chr12-39050000-39060000	mouse_union_93600	L4_5_IT, L5_IT
chr12-38330000-38340000	chr12-39070000-39080000	mouse_union_93601	ODC
chr12-38330000-38340000	chr12-39220000-39230000	mouse_union_93602	L4_5_IT
chr12-38330000-38340000	chr12-39300000-39310000	mouse_union_93603	ASC
chr12-38330000-38340000	chr12-39480000-39490000	mouse_union_93604	Endo, L2_3_IT, L5_ET, L6_CT, L6_IT, LAMP5, ODC
chr12-38330000-38340000	chr12-39490000-39500000	mouse_union_93605	OPC, VIP
chr12-38330000-38340000	chr12-39630000-39640000	mouse_union_93606	L5_IT
chr12-38330000-38340000	chr12-39650000-39660000	mouse_union_93607	PVALB
chr12-38330000-38340000	chr12-39660000-39670000	mouse_union_93608	L4_5_IT
chr12-38330000-38340000	chr12-39930000-39940000	mouse_union_93609	LAMP5
chr12-38330000-38340000	chr12-39960000-39970000	mouse_union_93610	ASC
chr12-38330000-38340000	chr12-40040000-40050000	mouse_union_93611	ASC
chr12-38330000-38340000	chr12-40050000-40060000	mouse_union_93612	LAMP5, ODC
chr12-38330000-38340000	chr12-40070000-40080000	mouse_union_93613	PVALB, VIP
chr12-38330000-38340000	chr12-40080000-40090000	mouse_union_93614	L6_CT
chr12-38340000-38350000	chr12-38610000-38620000	mouse_union_93615	L6_CT
chr12-38340000-38350000	chr12-38620000-38630000	mouse_union_93616	ASC, ODC
chr12-38340000-38350000	chr12-38770000-38780000	mouse_union_93617	L4_5_IT
chr12-38340000-38350000	chr12-38780000-38790000	mouse_union_93618	L2_3_IT, L6_CT, PVALB
chr12-38340000-38350000	chr12-38790000-38800000	mouse_union_93619	L5_IT
chr12-38340000-38350000	chr12-38800000-38810000	mouse_union_93620	ASC
chr12-38340000-38350000	chr12-38850000-38860000	mouse_union_93621	LAMP5
chr12-38340000-38350000	chr12-38880000-38890000	mouse_union_93622	ODC
chr12-38340000-38350000	chr12-39030000-39040000	mouse_union_93623	ASC, L2_3_IT
chr12-38340000-38350000	chr12-39090000-39100000	mouse_union_93624	VIP
chr12-38340000-38350000	chr12-39100000-39110000	mouse_union_93625	PVALB
chr12-38340000-38350000	chr12-39200000-39210000	mouse_union_93626	PVALB
chr12-38340000-38350000	chr12-39240000-39250000	mouse_union_93627	L2_3_IT
chr12-38340000-38350000	chr12-39470000-39480000	mouse_union_93628	SST
chr12-38340000-38350000	chr12-39480000-39490000	mouse_union_93629	L4_5_IT
chr12-38340000-38350000	chr12-40050000-40060000	mouse_union_93630	L6_IT, SST
chr12-38340000-38350000	chr12-40150000-40160000	mouse_union_93631	L6_IT, OPC, SST
chr12-38340000-38350000	chr12-40160000-40170000	mouse_union_93632	LAMP5
chr12-38350000-38360000	chr12-38410000-38420000	mouse_union_93633	L2_3_IT
chr12-38350000-38360000	chr12-38540000-38550000	mouse_union_93634	L5_IT
chr12-38350000-38360000	chr12-38590000-38600000	mouse_union_93635	L4_5_IT, OPC
chr12-38350000-38360000	chr12-38600000-38610000	mouse_union_93636	L2_3_IT, L5_IT, L6_IT
chr12-38350000-38360000	chr12-39070000-39080000	mouse_union_93637	ASC
chr12-38350000-38360000	chr12-39280000-39290000	mouse_union_93638	L5_IT
chr12-38350000-38360000	chr12-39480000-39490000	mouse_union_93639	L5_IT
chr12-38350000-38360000	chr12-40050000-40060000	mouse_union_93640	L5_6_NP
chr12-38350000-38360000	chr12-40170000-40180000	mouse_union_93641	L5_ET
chr12-38360000-38370000	chr12-38470000-38480000	mouse_union_93642	L6_IT
chr12-38360000-38370000	chr12-38760000-38770000	mouse_union_93643	ODC
chr12-38370000-38380000	chr12-38590000-38600000	mouse_union_93644	LAMP5
chr12-38370000-38380000	chr12-38720000-38730000	mouse_union_93645	Endo
chr12-38380000-38390000	chr12-38790000-38800000	mouse_union_93646	L5_6_NP
chr12-38380000-38390000	chr12-39280000-39290000	mouse_union_93647	OPC
chr12-38390000-38400000	chr12-38620000-38630000	mouse_union_93648	L5_6_NP
chr12-38390000-38400000	chr12-38710000-38720000	mouse_union_93649	LAMP5
chr12-38390000-38400000	chr12-40150000-40160000	mouse_union_93650	L6_IT
chr12-38390000-38400000	chr12-40170000-40180000	mouse_union_93651	L2_3_IT
chr12-38400000-38410000	chr12-38730000-38740000	mouse_union_93653	MGC
chr12-38400000-38410000	chr12-38750000-38760000	mouse_union_93654	ODC
chr12-38400000-38410000	chr12-38780000-38790000	mouse_union_93655	OPC
chr12-38400000-38410000	chr12-38820000-38830000	mouse_union_93656	Endo
chr12-38400000-38410000	chr12-38840000-38850000	mouse_union_93657	ASC
chr12-38400000-38410000	chr12-39020000-39030000	mouse_union_93658	L5_6_NP
chr12-38400000-38410000	chr12-39480000-39490000	mouse_union_93659	Endo
chr12-38400000-38410000	chr12-39490000-39500000	mouse_union_93660	L5_6_NP
chr12-38410000-38420000	chr12-40060000-40070000	mouse_union_93661	L5_IT
chr12-38410000-38420000	chr12-40160000-40170000	mouse_union_93662	L5_IT
chr12-38420000-38430000	chr12-39470000-39480000	mouse_union_93663	PVALB
chr12-38420000-38430000	chr12-39490000-39500000	mouse_union_93664	ASC, L5_ET
chr12-38420000-38430000	chr12-39720000-39730000	mouse_union_93665	OPC
chr12-38420000-38430000	chr12-40160000-40170000	mouse_union_93666	PVALB
chr12-38430000-38440000	chr12-38590000-38600000	mouse_union_93667	L2_3_IT
chr12-38430000-38440000	chr12-38600000-38610000	mouse_union_93668	L6_IT
chr12-38430000-38440000	chr12-38610000-38620000	mouse_union_93669	L5_IT
chr12-38430000-38440000	chr12-38700000-38710000	mouse_union_93670	Endo
chr12-38430000-38440000	chr12-38780000-38790000	mouse_union_93671	L5_IT
chr12-38430000-38440000	chr12-40070000-40080000	mouse_union_93672	L2_3_IT
chr12-38430000-38440000	chr12-40160000-40170000	mouse_union_93673	L6_CT
chr12-38440000-38450000	chr12-39470000-39480000	mouse_union_93674	SNCG, SST
chr12-38440000-38450000	chr12-39500000-39510000	mouse_union_93675	VIP
chr12-38450000-38460000	chr12-38610000-38620000	mouse_union_93676	L6b
